timestamp,FR_Hip,FR_Thigh,FR_Calf,FL_Hip,FL_Thigh,FL_Calf,BR_Hip,BR_Thigh,BR_Calf,BL_Hip,BL_Thigh,BL_Calf
1782329965.974,90.00,42.88,98.62,93.00,142.88,58.81,97.00,39.14,120.54,97.00,124.51,82.78,-0.21,-0.12,-0.17,-0.20
1782329966.086,90.00,40.93,95.87,93.00,138.20,55.44,97.00,43.09,122.37,97.00,125.87,86.05,-0.21,-0.13,-0.18,-0.20
1782329966.199,90.00,40.09,92.94,93.00,133.85,53.11,97.00,47.60,122.80,97.00,127.70,88.59,-0.21,-0.13,-0.19,-0.20
1782329966.310,90.00,39.39,90.54,93.00,129.42,52.56,97.00,51.74,122.50,97.00,129.05,90.81,-0.21,-0.14,-0.19,-0.19
1782329966.421,90.00,38.24,89.03,93.00,125.79,52.90,97.00,56.45,120.54,97.00,129.39,92.80,-0.21,-0.15,-0.20,-0.20
1782329966.533,90.00,37.35,88.14,93.00,122.09,55.02,97.00,60.45,118.26,97.00,129.41,94.14,-0.21,-0.16,-0.21,-0.20
1782329966.645,90.00,37.75,87.43,93.00,119.07,57.79,97.00,64.89,114.75,97.00,130.11,94.36,-0.21,-0.17,-0.23,-0.20
1782329966.757,90.00,34.14,89.41,93.00,118.92,58.46,97.00,65.20,114.14,97.00,134.34,92.34,-0.20,-0.18,-0.23,-0.18
1782329966.868,90.00,30.23,92.22,93.00,120.09,58.90,97.00,65.06,113.05,97.00,138.15,89.83,-0.19,-0.17,-0.23,-0.17
1782329966.981,90.00,26.70,95.55,93.00,121.21,60.62,97.00,63.51,112.34,97.00,140.71,87.04,-0.18,-0.18,-0.23,-0.17
1782329967.091,90.00,24.18,99.21,93.00,123.06,62.61,97.00,62.00,110.84,97.00,142.32,83.77,-0.17,-0.18,-0.23,-0.16
1782329967.203,90.00,23.20,103.08,93.00,125.32,65.08,97.00,60.27,108.89,97.00,143.25,79.94,-0.16,-0.18,-0.23,-0.15
1782329967.316,90.00,23.59,107.18,93.00,127.66,68.11,97.00,58.17,106.73,97.00,143.13,75.68,-0.16,-0.18,-0.23,-0.14
1782329967.428,90.00,24.81,111.55,93.00,130.42,71.26,97.00,56.45,103.96,97.00,141.43,71.27,-0.15,-0.17,-0.23,-0.14
1782329967.539,90.00,27.64,115.59,93.00,132.65,74.96,97.00,54.10,101.46,97.00,139.15,66.67,-0.15,-0.18,-0.23,-0.14
1782329967.651,90.00,30.96,119.36,93.00,135.06,78.51,97.00,52.36,98.53,97.00,135.61,62.54,-0.15,-0.18,-0.23,-0.14
1782329967.762,90.00,35.02,122.25,93.00,137.80,81.71,97.00,51.60,95.18,97.00,131.68,59.01,-0.16,-0.17,-0.23,-0.14
1782329967.873,90.00,39.25,124.20,93.00,140.10,84.80,97.00,50.94,92.12,97.00,127.37,56.59,-0.16,-0.17,-0.23,-0.15
1782329967.984,90.00,43.35,125.16,93.00,141.40,87.76,97.00,49.69,89.85,97.00,122.89,55.59,-0.17,-0.17,-0.23,-0.16
1782329968.099,90.00,47.41,124.87,93.00,142.37,90.18,97.00,48.74,87.96,97.00,118.63,55.85,-0.18,-0.17,-0.23,-0.17
1782329968.210,90.00,51.60,123.14,93.00,142.95,91.97,97.00,48.00,86.61,97.00,114.90,57.01,-0.19,-0.17,-0.23,-0.17
1782329968.321,90.00,55.61,120.40,93.00,143.22,93.04,97.00,47.51,85.84,97.00,111.45,59.22,-0.20,-0.17,-0.23,-0.18
1782329968.432,90.00,58.53,117.77,93.00,144.20,93.03,97.00,46.66,86.01,97.00,108.56,61.98,-0.21,-0.17,-0.23,-0.19
1782329968.544,90.00,58.20,117.41,93.00,148.28,91.38,97.00,41.50,89.14,97.00,108.95,62.32,-0.21,-0.16,-0.21,-0.19
1782329968.657,90.00,57.35,116.56,93.00,151.75,89.26,97.00,37.32,92.56,97.00,109.89,63.20,-0.21,-0.15,-0.20,-0.19
1782329968.767,90.00,56.01,115.26,93.00,154.44,86.60,97.00,34.19,96.19,97.00,111.27,64.64,-0.21,-0.14,-0.19,-0.19
1782329968.885,90.00,54.54,113.26,93.00,155.82,83.36,97.00,31.87,100.16,97.00,113.28,66.36,-0.21,-0.13,-0.19,-0.19
1782329968.996,90.00,52.38,111.22,93.00,156.46,79.46,97.00,31.18,104.09,97.00,115.21,68.89,-0.21,-0.13,-0.18,-0.19
1782329969.107,90.00,50.50,108.44,93.00,155.74,74.94,97.00,31.65,108.08,97.00,117.70,71.47,-0.21,-0.12,-0.18,-0.19
1782329969.224,90.00,48.18,105.70,93.00,153.27,70.00,97.00,32.85,112.17,97.00,119.89,74.64,-0.21,-0.12,-0.17,-0.19
1782329969.336,90.00,46.31,102.51,93.00,149.96,64.87,97.00,35.40,115.73,97.00,122.35,77.74,-0.21,-0.12,-0.17,-0.19
1782329969.450,90.00,44.17,99.56,93.00,145.48,60.18,97.00,38.38,118.93,97.00,124.24,81.14,-0.21,-0.12,-0.17,-0.19
1782329969.563,90.00,42.32,96.64,93.00,140.66,56.34,97.00,41.99,121.25,97.00,125.92,84.41,-0.21,-0.13,-0.18,-0.19
1782329969.674,90.00,41.13,93.72,93.00,136.06,53.53,97.00,46.24,122.28,97.00,127.67,87.23,-0.21,-0.13,-0.18,-0.19
1782329969.785,90.00,40.54,91.01,93.00,131.84,51.92,97.00,50.86,121.94,97.00,129.36,89.56,-0.21,-0.14,-0.19,-0.19
1782329969.896,90.00,39.54,89.16,93.00,127.39,52.43,97.00,54.68,121.29,97.00,130.09,91.69,-0.21,-0.15,-0.20,-0.19
1782329970.008,90.00,39.05,87.77,93.00,123.99,53.49,97.00,59.41,118.72,97.00,130.71,93.11,-0.21,-0.16,-0.21,-0.19
1782329970.119,90.00,38.32,87.28,93.00,120.30,56.50,97.00,63.08,116.26,97.00,130.57,94.05,-0.21,-0.17,-0.22,-0.19
1782329970.236,90.00,36.12,88.28,93.00,118.51,58.57,97.00,64.96,114.60,97.00,132.69,93.21,-0.20,-0.18,-0.23,-0.19
1782329970.347,90.00,31.92,90.95,93.00,119.39,58.80,97.00,64.96,113.75,97.00,136.80,90.87,-0.19,-0.18,-0.23,-0.18
1782329970.460,90.00,28.46,93.98,93.00,120.84,59.66,97.00,64.46,112.48,97.00,140.15,88.14,-0.18,-0.17,-0.23,-0.17
1782329970.572,90.00,26.11,97.30,93.00,122.73,61.22,97.00,63.43,110.88,97.00,142.78,84.93,-0.17,-0.17,-0.23,-0.16
1782329970.686,90.00,24.62,101.05,93.00,124.86,63.51,97.00,61.80,109.12,97.00,144.17,81.31,-0.17,-0.17,-0.23,-0.15
1782329970.797,90.00,24.30,105.10,93.00,127.29,66.29,97.00,59.97,106.97,97.00,144.35,77.24,-0.16,-0.17,-0.23,-0.14
1782329970.910,90.00,25.34,109.27,93.00,130.04,69.35,97.00,58.27,104.34,97.00,143.47,72.78,-0.16,-0.17,-0.23,-0.14
1782329971.023,90.00,27.16,113.57,93.00,132.52,72.91,97.00,56.15,101.78,97.00,141.04,68.27,-0.15,-0.17,-0.23,-0.14
1782329971.136,90.00,30.12,117.50,93.00,135.05,76.50,97.00,54.37,98.91,97.00,137.79,63.88,-0.15,-0.17,-0.23,-0.14
1782329971.251,90.00,33.78,120.81,93.00,137.36,80.07,97.00,52.79,96.00,97.00,133.85,60.06,-0.16,-0.17,-0.23,-0.14
1782329971.363,90.00,37.72,123.32,93.00,139.13,83.57,97.00,51.11,93.40,97.00,129.41,57.26,-0.16,-0.17,-0.23,-0.15
1782329971.476,90.00,42.10,124.46,93.00,140.61,86.70,97.00,49.78,90.97,97.00,125.17,55.43,-0.17,-0.17,-0.23,-0.15
1782329971.589,90.00,46.51,124.34,93.00,142.16,89.19,97.00,49.30,88.58,97.00,121.08,54.83,-0.18,-0.17,-0.23,-0.16
1782329971.700,90.00,50.47,123.37,93.00,143.35,91.12,97.00,49.09,86.69,97.00,116.95,55.79,-0.19,-0.17,-0.23,-0.17
1782329971.812,90.00,54.47,121.13,93.00,144.40,92.30,97.00,49.39,85.24,97.00,113.29,57.68,-0.20,-0.17,-0.23,-0.18
1782329971.924,90.00,58.24,118.05,93.00,144.23,93.00,97.00,48.68,85.02,97.00,109.89,60.56,-0.21,-0.17,-0.23,-0.19
1782329972.037,90.00,59.07,116.96,93.00,147.83,91.83,97.00,45.01,87.05,97.00,109.31,61.49,-0.21,-0.16,-0.22,-0.19
1782329972.149,90.00,58.27,116.48,93.00,151.40,90.03,97.00,40.09,90.54,97.00,109.88,62.30,-0.21,-0.15,-0.21,-0.19
1782329972.263,90.00,57.16,115.34,93.00,153.58,87.75,97.00,35.52,94.58,97.00,111.12,63.49,-0.21,-0.15,-0.20,-0.19
1782329972.375,90.00,55.81,113.58,93.00,155.82,84.75,97.00,33.14,98.29,97.00,112.95,65.06,-0.21,-0.14,-0.19,-0.19
1782329972.488,90.00,54.02,111.50,93.00,157.17,81.12,97.00,32.13,102.07,97.00,115.02,67.22,-0.21,-0.13,-0.18,-0.19
1782329972.600,90.00,51.99,109.07,93.00,156.77,76.85,97.00,31.86,106.16,97.00,117.28,69.84,-0.21,-0.12,-0.18,-0.19
1782329972.713,90.00,49.88,106.31,93.00,154.99,72.03,97.00,32.75,110.21,97.00,119.65,72.79,-0.21,-0.12,-0.18,-0.19
1782329972.824,90.00,47.81,103.34,93.00,151.94,66.90,97.00,34.70,114.03,97.00,122.01,75.98,-0.21,-0.12,-0.17,-0.19
1782329972.939,90.00,45.86,100.25,93.00,147.89,61.88,97.00,37.55,117.34,97.00,124.24,79.27,-0.21,-0.12,-0.18,-0.19
1782329973.052,90.00,44.13,97.19,93.00,143.24,57.47,97.00,41.08,119.90,97.00,126.24,82.52,-0.21,-0.12,-0.18,-0.19
1782329973.165,90.00,42.21,94.54,93.00,138.47,54.11,97.00,45.08,121.43,97.00,127.56,85.80,-0.21,-0.13,-0.18,-0.19
1782329973.276,90.00,41.23,91.83,93.00,133.95,52.01,97.00,49.45,121.73,97.00,129.14,88.43,-0.21,-0.13,-0.19,-0.19
1782329973.389,90.00,40.62,89.51,93.00,129.56,51.61,97.00,53.62,121.18,97.00,130.47,90.59,-0.21,-0.14,-0.20,-0.19
1782329973.502,90.00,40.03,87.87,93.00,125.97,52.14,97.00,58.37,119.01,97.00,131.23,92.28,-0.21,-0.15,-0.21,-0.19
1782329973.617,90.00,40.02,86.70,93.00,122.73,53.97,97.00,63.06,115.99,97.00,131.97,93.20,-0.21,-0.16,-0.22,-0.19
1782329973.728,90.00,39.40,86.63,93.00,119.87,56.82,97.00,67.39,112.61,97.00,132.05,93.56,-0.21,-0.17,-0.23,-0.19
1782329973.842,90.00,34.85,89.23,93.00,119.95,57.47,97.00,66.66,112.74,97.00,136.38,91.47,-0.20,-0.17,-0.23,-0.18
1782329973.954,90.00,31.04,92.17,93.00,120.88,58.43,97.00,65.88,112.07,97.00,140.07,88.97,-0.19,-0.17,-0.23,-0.17
1782329974.068,90.00,27.84,95.55,93.00,122.54,59.80,97.00,64.98,110.72,97.00,142.67,86.10,-0.18,-0.17,-0.23,-0.16
1782329974.180,90.00,26.28,99.04,93.00,124.51,61.93,97.00,63.43,109.18,97.00,144.90,82.61,-0.17,-0.17,-0.23,-0.15
1782329974.293,90.00,25.22,103.06,93.00,127.02,64.41,97.00,61.95,107.00,97.00,145.36,78.78,-0.16,-0.17,-0.23,-0.14
1782329974.404,90.00,25.56,107.22,93.00,128.95,67.98,97.00,59.08,105.40,97.00,144.80,74.47,-0.16,-0.17,-0.23,-0.14
1782329974.517,90.00,26.90,111.52,93.00,131.74,71.24,97.00,57.38,102.62,97.00,142.82,69.94,-0.16,-0.17,-0.23,-0.14
1782329974.630,90.00,29.97,115.29,93.00,134.54,74.69,97.00,55.84,99.62,97.00,140.42,65.18,-0.16,-0.17,-0.23,-0.13
1782329974.743,90.00,33.12,118.92,93.00,137.11,78.25,97.00,54.37,96.62,97.00,136.46,61.05,-0.16,-0.17,-0.23,-0.14
1782329974.854,90.00,37.08,121.59,93.00,139.95,81.48,97.00,53.91,93.22,97.00,132.26,57.57,-0.16,-0.17,-0.23,-0.14
1782329974.968,90.00,40.83,123.63,93.00,140.82,85.14,97.00,51.36,91.35,97.00,127.44,55.58,-0.17,-0.17,-0.23,-0.15
1782329975.080,90.00,45.22,124.01,93.00,142.10,88.03,97.00,50.21,89.13,97.00,123.23,54.43,-0.17,-0.17,-0.23,-0.15
1782329975.196,90.00,49.59,123.12,93.00,143.85,90.09,97.00,50.47,86.74,97.00,119.30,54.50,-0.18,-0.17,-0.23,-0.16
1782329975.310,90.00,53.68,121.28,93.00,144.62,91.71,97.00,50.10,85.34,97.00,115.52,55.92,-0.19,-0.17,-0.23,-0.17
1782329975.423,90.00,57.63,118.46,93.00,145.04,92.60,97.00,49.94,84.55,97.00,112.07,58.36,-0.21,-0.17,-0.23,-0.18
1782329975.535,90.00,60.38,115.91,93.00,146.82,92.27,97.00,48.25,85.25,97.00,110.17,60.28,-0.21,-0.17,-0.23,-0.19
1782329975.647,90.00,59.98,115.46,93.00,150.34,90.77,97.00,42.42,88.85,97.00,110.68,60.71,-0.21,-0.16,-0.22,-0.19
1782329975.759,90.00,58.91,114.70,93.00,154.35,88.59,97.00,39.02,92.02,97.00,111.59,61.85,-0.21,-0.14,-0.21,-0.19
1782329975.873,90.00,57.41,113.45,93.00,155.83,86.01,97.00,34.85,96.32,97.00,112.99,63.51,-0.21,-0.14,-0.20,-0.19
1782329975.985,90.00,56.08,111.30,93.00,158.09,82.67,97.00,33.73,99.86,97.00,115.22,65.26,-0.21,-0.13,-0.19,-0.19
1782329976.098,90.00,53.98,109.20,93.00,157.96,78.68,97.00,32.66,104.05,97.00,117.29,67.88,-0.21,-0.12,-0.18,-0.19
1782329976.210,90.00,51.93,106.60,93.00,156.73,74.04,97.00,33.04,108.13,97.00,119.68,70.75,-0.21,-0.12,-0.18,-0.19
1782329976.323,90.00,50.05,103.59,93.00,153.97,68.95,97.00,34.38,112.13,97.00,122.26,73.78,-0.21,-0.12,-0.18,-0.19
1782329976.436,90.00,47.90,100.70,93.00,150.39,63.71,97.00,37.01,115.56,97.00,124.45,77.20,-0.21,-0.12,-0.18,-0.19
1782329976.548,90.00,45.92,97.77,93.00,145.72,58.95,97.00,40.10,118.52,97.00,126.42,80.63,-0.21,-0.12,-0.18,-0.19
1782329976.662,90.00,44.59,94.67,93.00,141.02,54.95,97.00,44.06,120.35,97.00,128.50,83.72,-0.21,-0.12,-0.18,-0.19
1782329976.774,90.00,43.29,91.98,93.00,136.48,52.06,97.00,48.52,120.92,97.00,130.04,86.66,-0.21,-0.13,-0.19,-0.19
1782329976.886,90.00,42.60,89.48,93.00,131.63,51.27,97.00,52.29,121.14,97.00,131.53,89.06,-0.21,-0.14,-0.20,-0.19
1782329976.999,90.00,41.65,87.76,93.00,127.76,51.33,97.00,56.92,119.52,97.00,132.21,91.12,-0.21,-0.14,-0.21,-0.19
1782329977.111,90.00,41.52,86.34,93.00,124.33,52.69,97.00,61.59,116.89,97.00,133.06,92.35,-0.21,-0.15,-0.22,-0.19
1782329977.224,90.00,41.08,85.86,93.00,121.19,55.31,97.00,66.13,113.61,97.00,133.12,93.08,-0.21,-0.17,-0.23,-0.19
1782329977.339,90.00,38.57,87.20,93.00,120.25,56.63,97.00,67.76,112.13,97.00,136.39,91.76,-0.21,-0.17,-0.23,-0.18
1782329977.451,90.00,34.03,90.24,93.00,121.13,57.14,97.00,67.51,111.39,97.00,140.05,89.64,-0.20,-0.17,-0.23,-0.17
1782329977.564,90.00,30.42,93.56,93.00,122.55,58.33,97.00,66.73,110.27,97.00,143.03,87.03,-0.19,-0.17,-0.23,-0.16
1782329977.677,90.00,28.16,97.03,93.00,124.26,60.36,97.00,65.15,109.05,97.00,145.46,83.84,-0.18,-0.17,-0.23,-0.15
1782329977.789,90.00,26.40,101.03,93.00,126.20,63.08,97.00,63.02,107.62,97.00,146.21,80.26,-0.17,-0.17,-0.23,-0.14
1782329977.900,90.00,26.22,105.11,93.00,128.36,66.28,97.00,60.62,105.86,97.00,146.15,76.11,-0.16,-0.17,-0.23,-0.14
1782329978.011,90.00,27.43,109.21,93.00,131.50,69.20,97.00,59.47,102.83,97.00,145.02,71.53,-0.16,-0.17,-0.23,-0.13
1782329978.124,90.00,29.51,113.30,93.00,134.56,72.52,97.00,58.20,99.74,97.00,142.47,66.83,-0.16,-0.17,-0.23,-0.13
1782329978.234,90.00,32.51,117.00,93.00,137.15,76.21,97.00,56.53,96.88,97.00,138.95,62.32,-0.16,-0.17,-0.23,-0.13
1782329978.347,90.00,36.03,120.12,93.00,138.88,80.12,97.00,54.16,94.56,97.00,134.65,58.50,-0.16,-0.17,-0.23,-0.14
1782329978.458,90.00,40.27,122.03,93.00,140.68,83.60,97.00,52.63,91.97,97.00,130.38,55.46,-0.17,-0.17,-0.23,-0.14
1782329978.570,90.00,44.64,122.80,93.00,142.50,86.57,97.00,51.90,89.34,97.00,126.07,53.65,-0.18,-0.17,-0.23,-0.15
1782329978.681,90.00,48.76,122.64,93.00,144.05,89.02,97.00,51.59,87.02,97.00,121.74,53.39,-0.18,-0.17,-0.23,-0.15
1782329978.793,90.00,52.94,121.18,93.00,144.97,90.94,97.00,51.13,85.40,97.00,117.85,54.28,-0.19,-0.17,-0.23,-0.16
1782329978.908,90.00,57.03,118.69,93.00,145.54,92.15,97.00,50.89,84.36,97.00,114.30,56.27,-0.20,-0.17,-0.23,-0.17
1782329979.020,90.00,61.19,115.17,93.00,145.57,92.65,97.00,50.56,84.09,97.00,111.24,59.03,-0.22,-0.17,-0.23,-0.18
1782329979.131,90.00,61.15,114.80,93.00,149.59,91.33,97.00,45.52,86.91,97.00,111.15,59.65,-0.22,-0.16,-0.22,-0.19
1782329979.243,90.00,60.47,114.08,93.00,153.23,89.49,97.00,40.84,90.41,97.00,111.99,60.42,-0.22,-0.15,-0.21,-0.19
1782329979.354,90.00,59.14,113.06,93.00,156.29,87.10,97.00,37.46,94.02,97.00,113.21,61.89,-0.22,-0.14,-0.20,-0.19
1782329979.467,90.00,57.58,111.44,93.00,158.21,84.11,97.00,35.00,97.92,97.00,114.99,63.76,-0.22,-0.13,-0.19,-0.19
1782329979.578,90.00,55.95,109.22,93.00,158.71,80.42,97.00,33.48,102.05,97.00,117.29,65.96,-0.22,-0.12,-0.19,-0.19
1782329979.687,90.00,53.78,106.94,93.00,157.85,76.03,97.00,33.16,106.23,97.00,119.50,68.85,-0.22,-0.12,-0.18,-0.19
1782329979.801,90.00,51.93,104.05,93.00,155.96,71.04,97.00,34.36,110.13,97.00,122.12,71.82,-0.22,-0.11,-0.18,-0.19
1782329979.913,90.00,49.91,101.14,93.00,152.64,65.75,97.00,36.46,113.80,97.00,124.52,75.15,-0.22,-0.11,-0.18,-0.19
1782329980.024,90.00,47.86,98.24,93.00,148.47,60.56,97.00,39.55,116.80,97.00,126.62,78.63,-0.22,-0.11,-0.18,-0.19
1782329980.136,90.00,46.47,95.12,93.00,143.50,56.17,97.00,42.96,119.23,97.00,128.84,81.84,-0.22,-0.12,-0.18,-0.19
1782329980.253,90.00,45.35,92.18,93.00,138.72,52.77,97.00,47.13,120.39,97.00,130.78,84.84,-0.22,-0.12,-0.19,-0.18
1782329980.364,90.00,44.30,89.68,93.00,134.07,50.88,97.00,51.40,120.53,97.00,132.20,87.57,-0.22,-0.13,-0.20,-0.18
1782329980.476,90.00,43.25,87.76,93.00,129.99,50.31,97.00,56.03,119.32,97.00,133.04,89.90,-0.22,-0.14,-0.21,-0.19
1782329980.586,90.00,42.51,86.36,93.00,126.39,51.10,97.00,60.78,117.02,97.00,133.59,91.59,-0.22,-0.15,-0.22,-0.19
1782329980.699,90.00,42.84,85.18,93.00,122.68,53.81,97.00,64.64,114.70,97.00,134.51,92.34,-0.22,-0.16,-0.22,-0.18
1782329980.811,90.00,41.47,85.63,93.00,120.60,55.96,97.00,68.71,111.52,97.00,135.37,92.27,-0.21,-0.17,-0.23,-0.18
1782329980.923,90.00,36.81,88.48,93.00,121.30,56.13,97.00,68.82,110.84,97.00,139.51,90.31,-0.20,-0.17,-0.24,-0.17
1782329981.036,90.00,32.96,91.65,93.00,121.85,57.81,97.00,67.03,110.85,97.00,142.99,87.90,-0.19,-0.17,-0.23,-0.16
1782329981.148,90.00,29.82,95.21,93.00,123.63,59.30,97.00,66.09,109.42,97.00,145.40,85.06,-0.18,-0.17,-0.23,-0.15
1782329981.260,90.00,28.16,98.88,93.00,125.86,61.41,97.00,64.79,107.62,97.00,147.21,81.62,-0.18,-0.17,-0.23,-0.14
1782329981.376,90.00,27.44,102.88,93.00,128.30,64.17,97.00,63.04,105.61,97.00,147.64,77.67,-0.17,-0.17,-0.23,-0.14
1782329981.487,90.00,27.73,107.10,93.00,131.11,67.25,97.00,61.42,103.09,97.00,146.60,73.28,-0.16,-0.17,-0.23,-0.13
1782329981.599,90.00,29.67,111.06,93.00,133.52,70.96,97.00,59.07,100.81,97.00,144.82,68.47,-0.16,-0.17,-0.23,-0.13
1782329981.711,90.00,32.05,115.01,93.00,136.37,74.52,97.00,57.62,97.82,97.00,141.39,63.80,-0.16,-0.17,-0.23,-0.13
1782329981.824,90.00,35.60,118.15,93.00,138.63,78.31,97.00,55.77,95.14,97.00,137.54,59.40,-0.17,-0.17,-0.23,-0.13
1782329981.936,90.00,39.62,120.43,93.00,140.97,81.78,97.00,54.69,92.20,97.00,133.22,55.81,-0.17,-0.17,-0.23,-0.13
1782329982.046,90.00,43.65,121.85,93.00,143.45,84.80,97.00,54.62,89.09,97.00,128.58,53.57,-0.18,-0.17,-0.24,-0.14
1782329982.158,90.00,47.77,122.13,93.00,144.27,87.81,97.00,52.88,87.32,97.00,124.11,52.69,-0.18,-0.17,-0.23,-0.15
1782329982.269,90.00,52.01,121.10,93.00,145.35,90.01,97.00,52.36,85.49,97.00,120.07,53.01,-0.19,-0.17,-0.23,-0.16
1782329982.382,90.00,56.19,118.98,93.00,146.07,91.54,97.00,52.05,84.21,97.00,116.40,54.53,-0.20,-0.17,-0.23,-0.17
1782329982.491,90.00,60.08,116.12,93.00,146.19,92.38,97.00,51.56,83.71,97.00,112.95,57.24,-0.21,-0.17,-0.23,-0.18
1782329982.603,90.00,62.23,114.07,93.00,148.59,91.80,97.00,48.73,85.07,97.00,111.66,58.71,-0.22,-0.16,-0.23,-0.18
1782329982.716,90.00,61.58,113.72,93.00,152.66,90.19,97.00,43.70,88.39,97.00,112.15,59.40,-0.22,-0.15,-0.22,-0.18
1782329982.827,90.00,60.43,112.91,93.00,155.21,88.16,97.00,38.84,92.44,97.00,113.17,60.66,-0.22,-0.14,-0.21,-0.18
1782329982.939,90.00,59.94,110.70,93.00,158.45,85.42,97.00,36.81,95.82,97.00,115.48,61.66,-0.22,-0.13,-0.20,-0.18
1782329983.053,90.00,57.79,109.24,93.00,159.26,82.05,97.00,34.55,100.03,97.00,117.18,64.18,-0.22,-0.12,-0.19,-0.18
1782329983.167,90.00,55.70,107.13,93.00,158.88,77.94,97.00,33.63,104.25,97.00,119.36,66.94,-0.22,-0.12,-0.19,-0.18
1782329983.280,90.00,53.93,104.35,93.00,157.58,73.15,97.00,34.36,108.19,97.00,122.02,69.81,-0.22,-0.11,-0.18,-0.18
1782329983.391,90.00,52.15,101.37,93.00,154.85,67.87,97.00,36.15,111.92,97.00,124.69,72.98,-0.22,-0.11,-0.18,-0.18
1782329983.505,90.00,49.83,98.70,93.00,150.83,62.52,97.00,38.73,115.26,97.00,126.72,76.62,-0.22,-0.11,-0.18,-0.18
1782329983.618,90.00,48.53,95.46,93.00,146.07,57.63,97.00,42.02,117.91,97.00,129.22,79.85,-0.22,-0.11,-0.18,-0.18
1782329983.731,90.00,46.37,93.02,93.00,140.93,53.85,97.00,45.66,119.78,97.00,130.51,83.39,-0.22,-0.12,-0.19,-0.18
1782329983.843,90.00,45.42,90.27,93.00,136.00,51.45,97.00,49.65,120.56,97.00,132.25,86.22,-0.22,-0.13,-0.19,-0.18
1782329983.955,90.00,44.57,88.01,93.00,131.55,50.47,97.00,53.96,120.09,97.00,133.50,88.68,-0.22,-0.13,-0.20,-0.18
1782329984.068,90.00,44.18,86.15,93.00,127.47,51.07,97.00,58.20,118.66,97.00,134.57,90.51,-0.22,-0.14,-0.21,-0.18
1782329984.180,90.00,43.57,85.13,93.00,124.39,52.27,97.00,63.41,115.43,97.00,134.92,91.83,-0.22,-0.15,-0.22,-0.18
1782329984.292,90.00,44.22,84.25,93.00,121.30,55.11,97.00,68.01,112.08,97.00,135.80,92.12,-0.22,-0.16,-0.23,-0.18
1782329984.404,90.00,39.89,86.65,93.00,120.56,56.43,97.00,68.13,111.73,97.00,138.94,90.84,-0.21,-0.17,-0.23,-0.17
1782329984.517,90.00,35.42,89.85,93.00,121.48,57.12,97.00,67.69,111.00,97.00,142.52,88.74,-0.20,-0.17,-0.23,-0.16
1782329984.630,90.00,32.23,93.17,93.00,123.28,58.11,97.00,67.36,109.42,97.00,145.69,86.08,-0.19,-0.17,-0.24,-0.15
1782329984.741,90.00,29.86,96.85,93.00,125.25,60.09,97.00,66.03,107.92,97.00,147.73,82.94,-0.18,-0.17,-0.24,-0.14
1782329984.853,90.00,28.19,100.95,93.00,127.25,62.96,97.00,63.79,106.48,97.00,148.21,79.29,-0.17,-0.17,-0.23,-0.14
1782329984.966,90.00,28.50,104.90,93.00,129.79,66.02,97.00,61.88,104.32,97.00,148.24,74.99,-0.17,-0.17,-0.23,-0.13
1782329985.079,90.00,29.57,109.04,93.00,132.77,69.23,97.00,60.43,101.53,97.00,146.56,70.32,-0.17,-0.17,-0.23,-0.13
1782329985.193,90.00,31.52,113.10,93.00,135.73,72.72,97.00,59.03,98.55,97.00,143.50,65.53,-0.16,-0.17,-0.24,-0.13
1782329985.306,90.00,34.58,116.59,93.00,137.90,76.66,97.00,56.78,96.09,97.00,139.73,60.92,-0.17,-0.17,-0.23,-0.13
1782329985.419,90.00,38.24,119.35,93.00,139.77,80.48,97.00,54.71,93.63,97.00,135.35,56.98,-0.17,-0.17,-0.23,-0.13
1782329985.531,90.00,42.25,121.14,93.00,141.31,84.01,97.00,52.91,91.27,97.00,130.75,54.12,-0.17,-0.17,-0.23,-0.14
1782329985.643,90.00,46.35,121.87,93.00,143.45,86.80,97.00,52.78,88.42,97.00,126.18,52.63,-0.18,-0.17,-0.23,-0.14
1782329985.755,90.00,50.93,120.98,93.00,145.08,89.13,97.00,52.74,86.10,97.00,122.25,52.11,-0.19,-0.17,-0.23,-0.15
1782329985.869,90.00,55.32,119.11,93.00,145.68,91.03,97.00,51.94,84.77,97.00,118.55,52.98,-0.20,-0.17,-0.23,-0.16
1782329985.983,90.00,59.16,116.73,93.00,146.19,92.12,97.00,51.75,83.84,97.00,114.86,55.40,-0.21,-0.17,-0.23,-0.17
1782329986.094,90.00,62.70,113.74,93.00,146.95,92.29,97.00,51.46,83.67,97.00,111.89,58.30,-0.22,-0.17,-0.23,-0.18
1782329986.210,90.00,62.60,113.28,93.00,150.82,90.95,97.00,45.39,87.11,97.00,112.38,58.48,-0.22,-0.16,-0.22,-0.18
1782329986.322,90.00,61.46,112.85,93.00,154.31,89.07,97.00,40.78,90.71,97.00,113.05,59.67,-0.22,-0.15,-0.21,-0.18
1782329986.435,90.00,60.21,111.64,93.00,156.52,86.65,97.00,36.78,94.76,97.00,114.48,61.15,-0.22,-0.14,-0.20,-0.18
1782329986.546,90.00,59.05,109.61,93.00,158.62,83.54,97.00,34.89,98.49,97.00,116.69,62.83,-0.22,-0.13,-0.19,-0.18
1782329986.660,90.00,57.21,107.54,93.00,159.05,79.73,97.00,33.72,102.57,97.00,118.91,65.33,-0.22,-0.12,-0.19,-0.18
